,Dates,Category,PdDistrict,Address,X,Y
140898,2013-06-29 23:53:00,DRUNKENNESS,TENDERLOIN,300 Block of OFARRELL ST,-122.410509258795,37.786043222299206
140937,2013-06-29 23:00:00,DRUNKENNESS,MISSION,2300 Block of MISSION ST,-122.419058868103,37.7594227506297
140943,2013-06-29 22:55:00,DRUNKENNESS,SOUTHERN,200 Block of 7TH ST,-122.408550681867,37.7773885566219
140990,2013-06-29 21:15:00,DRUNKENNESS,MISSION,2400 Block of MARKET ST,-122.435773846395,37.7624591846215
141011,2013-06-29 20:37:00,DRUNKENNESS,TENDERLOIN,TURK ST / LEAVENWORTH ST,-122.414056291891,37.7827931071006
141022,2013-06-29 20:08:00,DRUNKENNESS,MISSION,500 Block of CHURCH ST,-122.42846162216,37.76168443008071
141167,2013-06-29 14:23:00,KIDNAPPING,TENDERLOIN,500 Block of JONES ST,-122.412999075009,37.786277459166
141236,2013-06-29 11:55:00,KIDNAPPING,SOUTHERN,100 Block of STEVENSON ST,-122.401126742997,37.7884921218688
141269,2013-06-29 09:45:00,RUNAWAY,TARAVAL,0 Block of LOBOS ST,-122.4542979309,37.7148602682687
141345,2013-06-29 00:58:00,DRUNKENNESS,TARAVAL,500 Block of FONT BL,-122.480527193164,37.7200686016034
141549,2013-06-28 17:40:00,KIDNAPPING,MISSION,2100 Block of MISSION ST,-122.419331147814,37.76226433574229
141729,2013-06-28 09:09:00,DRUNKENNESS,SOUTHERN,1000 Block of MARKET ST,-122.411071423064,37.7817511307229
141740,2013-06-28 08:25:00,DRUNKENNESS,SOUTHERN,5TH ST / SHIPLEY ST,-122.402842748428,37.7798294192767
141790,2013-06-28 03:00:00,KIDNAPPING,NORTHERN,ELLIS ST / GOUGH ST,-122.424295891275,37.7833983074976
141935,2013-06-27 19:45:00,DRUNKENNESS,RICHMOND,3800 Block of GEARY BL,-122.460529994973,37.7810649023765
142050,2013-06-27 15:00:00,KIDNAPPING,NORTHERN,1100 Block of LARKIN ST,-122.418580508889,37.7881906054546
142095,2013-06-27 13:29:00,DRUNKENNESS,SOUTHERN,MARY ST / HOWARD ST,-122.405721454567,37.7808789360214
142226,2013-06-27 01:30:00,KIDNAPPING,BAYVIEW,0 Block of ARDATH CT,-122.382247020863,37.7345025151708
142241,2013-06-27 00:39:00,DRUNKENNESS,RICHMOND,2700 Block of MCALLISTER ST,-122.457462124422,37.7753049145132
142365,2013-06-26 18:00:00,RUNAWAY,INGLESIDE,0 Block of PARK ST,-122.424836824804,37.7367285261242
142512,2013-06-26 10:54:00,DRUNKENNESS,SOUTHERN,900 Block of HOWARD ST,-122.406508487003,37.7803313209065
142539,2013-06-26 10:00:00,RUNAWAY,PARK,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
142558,2013-06-26 09:32:00,DRUNKENNESS,SOUTHERN,0 Block of MINT ST,-122.407829844146,37.7826402567843
142576,2013-06-26 08:15:00,KIDNAPPING,MISSION,500 Block of SOUTH VAN NESS AV,-122.41747701285,37.764357751686
142625,2013-06-26 01:55:00,DRUNKENNESS,TARAVAL,600 Block of IRVING ST,-122.46471492926202,37.76405203136579
142635,2013-06-26 01:06:00,ARSON,NORTHERN,1600 Block of FILLMORE ST,-122.433068689791,37.7847514954484
142729,2013-06-25 20:00:00,KIDNAPPING,MISSION,3100 Block of 16TH ST,-122.423622537404,37.7647573853335
142761,2013-06-25 18:40:00,KIDNAPPING,INGLESIDE,700 Block of PRAGUE ST,-122.433020893915,37.7112001962243
142882,2013-06-25 13:17:00,RUNAWAY,MISSION,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
142917,2013-06-25 11:07:00,DRUNKENNESS,SOUTHERN,6TH ST / MINNA ST,-122.408162953857,37.7805345385278
142963,2013-06-25 07:51:00,DRUNKENNESS,SOUTHERN,6TH ST / MISSION ST,-122.408710606663,37.78097067220529
142976,2013-06-25 05:16:00,ARSON,NORTHERN,600 Block of VANNESS AV,-122.420433293071,37.781770080046
143018,2013-06-24 23:30:00,ARSON,TENDERLOIN,400 Block of JONES ST,-122.412758759499,37.7850960963726
143040,2013-06-24 22:12:00,DRUNKENNESS,SOUTHERN,MARKET ST / 5TH ST,-122.408068345148,37.7839916768161
143361,2013-06-24 03:38:00,DRUNKENNESS,BAYVIEW,900 Block of CONNECTICUT ST,-122.397201937993,37.75353512427621
143365,2013-06-24 03:04:00,KIDNAPPING,NORTHERN,500 Block of STEINER ST,-122.432631414378,37.7742247517444
143368,2013-06-24 02:57:00,KIDNAPPING,MISSION,21ST ST / MISSION ST,-122.418904204517,37.7570361132269
143432,2013-06-16 21:50:00,KIDNAPPING,TENDERLOIN,600 Block of OFARRELL ST,-122.414850480524,37.78560875883029
143470,2013-06-16 19:00:00,KIDNAPPING,INGLESIDE,0 Block of CIELITO DR,-122.421899204973,37.7095752019048
143482,2013-06-16 18:45:00,KIDNAPPING,TENDERLOIN,300 Block of LEAVENWORTH ST,-122.414269361877,37.7842081124308
143645,2013-06-16 09:42:00,DRUNKENNESS,SOUTHERN,200 Block of SHIPLEY ST,-122.403313163388,37.779377841254
143669,2013-06-16 07:04:00,DRUNKENNESS,TENDERLOIN,HYDE ST / EDDY ST,-122.415885065788,37.783516056415294
143711,2013-06-16 02:07:00,DRUNKENNESS,CENTRAL,400 Block of BROADWAY ST,-122.405065483077,37.7980134745487
143726,2013-06-16 01:30:00,KIDNAPPING,TARAVAL,0 Block of CHUMASERO DR,-122.472875861339,37.713317784448
143727,2013-06-16 01:30:00,KIDNAPPING,TARAVAL,0 Block of CHUMASERO DR,-122.472875861339,37.713317784448
143736,2013-06-16 01:15:00,DRUNKENNESS,CENTRAL,0 Block of CAMPTON PL,-122.406092233116,37.7891339284094
143843,2013-06-15 20:00:00,KIDNAPPING,PARK,1700 Block of MCALLISTER ST,-122.440879521853,37.77753219352179
143933,2013-06-15 15:00:00,RUNAWAY,CENTRAL,200 Block of GEARY ST,-122.407434989523,37.787515874162295
144034,2013-06-15 08:37:00,ARSON,INGLESIDE,SAN JOSE AV / SENECA AV,-122.445856281114,37.721628294594495
144084,2013-06-15 02:25:00,KIDNAPPING,SOUTHERN,0 Block of 2ND ST,-122.401142939794,37.789001152446
144149,2013-06-14 23:50:00,DRUNKENNESS,TARAVAL,4000 Block of JUDAH ST,-122.505398845381,37.760392815309295
144156,2013-06-14 23:20:00,DRUNKENNESS,SOUTHERN,100 Block of MINNA ST,-122.399566190584,37.787256096877705
144196,2013-06-14 21:40:00,DRUNKENNESS,NORTHERN,1800 Block of GREENWICH ST,-122.430117489363,37.7996273227524
144331,2013-06-14 16:00:00,DRUNKENNESS,PARK,1700 Block of FULTON ST,-122.445652525154,37.7759612670837
144366,2013-06-14 14:30:00,KIDNAPPING,PARK,GEARY BL / DIVISADERO ST,-122.439480772242,37.7833088100846
144386,2013-06-14 14:00:00,ARSON,BAYVIEW,24TH ST / ILLINOIS ST,-122.386942103872,37.75416798376661
144494,2013-06-14 08:43:00,DRUNKENNESS,SOUTHERN,6TH ST / NATOMA ST,-122.407693108529,37.7801630691196
144616,2013-06-13 21:09:00,DRUNKENNESS,TENDERLOIN,400 Block of TURK ST,-122.416342977622,37.7824465135592
144810,2013-06-13 12:19:00,DRUNKENNESS,SOUTHERN,MARY ST / HOWARD ST,-122.405721454567,37.7808789360214
144835,2013-06-13 11:25:00,DRUNKENNESS,SOUTHERN,HOWARD ST / MARY ST,-122.405721454567,37.7808789360214
144940,2013-06-13 02:00:00,KIDNAPPING,SOUTHERN,0 Block of MISSION ST,-122.392889145798,37.7935385958356
144995,2013-06-12 22:50:00,DRUNKENNESS,SOUTHERN,500 Block of 5TH ST,-122.39998111123998,37.7776242389287
145028,2013-06-12 20:45:00,KIDNAPPING,BAYVIEW,100 Block of BACON ST,-122.404081477692,37.7274495137668
145120,2013-06-12 16:45:00,ARSON,TARAVAL,100 Block of CAINE AV,-122.451871901484,37.71579411137429
145163,2013-06-12 14:40:00,KIDNAPPING,TARAVAL,2800 Block of SLOAT BL,-122.504756153505,37.7356169338764
145281,2013-06-12 10:18:00,DRUNKENNESS,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711
145358,2013-06-12 04:00:00,KIDNAPPING,RICHMOND,2400 Block of SUTTER ST,-122.440709912722,37.7850854508959
145370,2013-06-12 02:31:00,RUNAWAY,NORTHERN,2000 Block of VANNESS AV,-122.422968948382,37.7944069848967
145393,2013-06-12 00:25:00,ARSON,SOUTHERN,1000 Block of BRANNAN ST,-122.407343295373,37.7698568217817
145691,2013-06-11 12:38:00,DRUNKENNESS,SOUTHERN,6TH ST / HOWARD ST,-122.407163046954,37.7797376338991
145700,2013-06-11 12:25:00,DRUNKENNESS,SOUTHERN,MARY ST / HOWARD ST,-122.405721454567,37.7808789360214
145759,2013-06-11 09:28:00,DRUNKENNESS,SOUTHERN,6TH ST / CLEMENTINA ST,-122.406166691396,37.7789434105098
145801,2013-06-11 07:21:00,DRUNKENNESS,SOUTHERN,500 Block of JESSIE ST,-122.409776479312,37.7810558831366
145987,2013-06-10 17:26:00,DRUNKENNESS,TENDERLOIN,0 Block of SHANNON ST,-122.412175591421,37.7863725295221
146011,2013-06-10 17:00:00,DRUNKENNESS,PARK,1700 Block of HAIGHT ST,-122.451288061231,37.7693967099165
146013,2013-06-10 16:55:00,DRUNKENNESS,SOUTHERN,900 Block of HOWARD ST,-122.406412115335,37.780252457697394
146120,2013-06-10 12:47:00,DRUNKENNESS,SOUTHERN,900 Block of HOWARD ST,-122.406508487003,37.7803313209065
146150,2013-06-10 11:31:00,DRUNKENNESS,SOUTHERN,5TH ST / MARKET ST,-122.408068345148,37.7839916768161
146202,2013-06-10 08:34:00,DRUNKENNESS,SOUTHERN,MARY ST / HOWARD ST,-122.405721454567,37.7808789360214
146329,2013-06-02 22:05:00,ARSON,SOUTHERN,0 Block of 6TH ST,-122.40950430935,37.781526271747
146332,2013-06-02 22:00:00,DRUNKENNESS,CENTRAL,1300 Block of STOCKTON ST,-122.408646942187,37.7981171266965
146472,2013-06-02 15:56:00,DRUNKENNESS,MISSION,500 Block of DOLORES ST,-122.426153349478,37.7606186794333
146481,2013-06-02 15:11:00,DRUNKENNESS,NORTHERN,GREEN ST / BUCHANAN ST,-122.43201771436,37.7965753370172
146669,2013-06-01 23:38:00,DRUNKENNESS,INGLESIDE,MISSION ST / GENEVA AV,-122.441018108888,37.7164586830811
146676,2013-06-01 23:28:00,DRUNKENNESS,CENTRAL,700 Block of KEARNY ST,-122.404847847867,37.7951006528052
146700,2013-06-01 22:18:00,DRUNKENNESS,MISSION,4000 Block of 19TH ST,-122.433196416882,37.7594445682563
146731,2013-06-01 21:00:00,KIDNAPPING,MISSION,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
146793,2013-06-01 18:04:00,DRUNKENNESS,MISSION,22ND ST / MISSION ST,-122.418748733523,37.755437187509706
146846,2013-06-01 16:00:00,KIDNAPPING,TENDERLOIN,300 Block of TURK ST,-122.414900544562,37.7827419623926
147132,2013-06-01 00:30:00,KIDNAPPING,NORTHERN,700 Block of LAGUNA ST,-122.426431627648,37.7776339847429
147140,2013-06-01 00:15:00,DRUNKENNESS,TENDERLOIN,300 Block of MASON ST,-122.409756223507,37.786912692426704
147213,2013-05-31 22:49:00,DRUNKENNESS,MISSION,24TH ST / MISSION ST,-122.418448186101,37.7522391652625
147273,2013-05-31 19:40:00,RUNAWAY,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
147309,2013-05-31 19:00:00,KIDNAPPING,NORTHERN,1000 Block of GEARY ST,-122.420571110949,37.7857331120575
147330,2013-05-31 17:46:00,DRUNKENNESS,SOUTHERN,1000 Block of HARRISON ST,-122.404439703838,37.777058307998296
147487,2013-05-31 11:23:00,DRUNKENNESS,TENDERLOIN,100 Block of TURK ST,-122.411593095704,37.78305295107821
147498,2013-05-31 10:35:00,DRUNKENNESS,SOUTHERN,900 Block of HOWARD ST,-122.406508487003,37.7803313209065
147561,2013-05-31 04:10:00,ARSON,BAYVIEW,JAMESTOWN AV / GILROY ST,-122.389440639195,37.715558495062496
147617,2013-05-31 00:01:00,KIDNAPPING,BAYVIEW,GOETTINGEN ST / BACON ST,-122.406566957339,37.7268581085141
147680,2013-05-30 20:20:00,RUNAWAY,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
147698,2013-05-30 19:30:00,KIDNAPPING,TENDERLOIN,400 Block of ELLIS ST,-122.413609328985,37.784696907904
147700,2013-05-30 19:30:00,KIDNAPPING,TENDERLOIN,400 Block of ELLIS ST,-122.413609328985,37.784696907904
147926,2013-05-30 08:30:00,RUNAWAY,PARK,100 Block of BELVEDERE ST,-122.449328648219,37.7677738874748
148191,2013-05-29 14:26:00,DRUNKENNESS,SOUTHERN,5TH ST / NATOMA ST,-122.405467934272,37.781924110513
148240,2013-05-29 12:00:00,KIDNAPPING,CENTRAL,100 Block of JEFFERSON ST,-122.414988252591,37.8082613305439
148295,2013-05-29 09:56:00,DRUNKENNESS,SOUTHERN,400 Block of NATOMA ST,-122.407039055082,37.78075651835911
148371,2013-05-29 00:35:00,DRUNKENNESS,MISSION,1200 Block of CHURCH ST,-122.427247070911,37.7505006388269
148563,2013-05-28 16:20:00,ARSON,RICHMOND,500 Block of JOHNFKENNEDY DR,-122.466204667893,37.7725405391593
148615,2013-05-28 14:36:00,DRUNKENNESS,SOUTHERN,MISSION ST / MINT ST,-122.407258776463,37.7821176524238
148723,2013-05-28 08:58:00,DRUNKENNESS,SOUTHERN,JESSIE ST / 6TH ST,-122.409247675547,37.7813987340892
148787,2013-05-28 00:35:00,DRUNKENNESS,SOUTHERN,0 Block of MOSS ST,-122.407999186749,37.7778241673064
149127,2013-05-27 00:33:00,KIDNAPPING,INGLESIDE,100 Block of RIPLEY ST,-122.412324243492,37.7442629265303
149149,2013-05-19 23:09:00,DRUNKENNESS,CENTRAL,400 Block of POWELL ST,-122.408431861057,37.7887772719153
149217,2013-05-19 20:02:00,DRUNKENNESS,PARK,1200 Block of 3RD AV,-122.459849854174,37.76477167883621
149219,2013-05-19 20:00:00,KIDNAPPING,INGLESIDE,0 Block of BROOKDALE AV,-122.4208910342,37.7120920675614
149227,2013-05-19 19:45:00,KIDNAPPING,BAYVIEW,3800 Block of 3RD ST,-122.387939452192,37.7422600519555
149230,2013-05-19 19:40:00,DRUNKENNESS,SOUTHERN,0 Block of 6TH ST,-122.409011206639,37.7811340568243
149246,2013-05-19 19:01:00,DRUNKENNESS,PARK,700 Block of STANYAN ST,-122.453376250788,37.7687142722405
149249,2013-05-19 19:00:00,KIDNAPPING,CENTRAL,BAY ST / TAYLOR ST,-122.415245418291,37.8054165242789
149310,2013-05-19 16:20:00,KIDNAPPING,NORTHERN,800 Block of OFARRELL ST,-122.418729600557,37.785007503993
149319,2013-05-19 16:02:00,DRUNKENNESS,MISSION,CESAR CHAVEZ ST / HAMPSHIRE ST,-122.406758995794,37.748767227274605
149355,2013-05-19 14:58:00,DRUNKENNESS,INGLESIDE,4500 Block of MISSION ST,-122.434155711353,37.7254258506536
149366,2013-05-19 14:30:00,DRUNKENNESS,PARK,CLAYTON ST / HAIGHT ST,-122.448578484966,37.769797716883104
149434,2013-05-19 12:28:00,DRUNKENNESS,PARK,FELL ST / CENTRAL AV,-122.444217653151,37.7732099933428
149471,2013-05-19 10:55:00,DRUNKENNESS,PARK,1300 Block of FELL ST,-122.440126155736,37.77379339658521
149555,2013-05-19 02:10:00,DRUNKENNESS,MISSION,1900 Block of MISSION ST,-122.41967661615,37.7658510977435
149564,2013-05-19 01:53:00,DRUNKENNESS,TARAVAL,700 Block of FONT BL,-122.483569270838,37.7230650556781
149588,2013-05-19 00:42:00,DRUNKENNESS,MISSION,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
149603,2013-05-19 00:01:00,DRUNKENNESS,PARK,1800 Block of HAIGHT ST,-122.452728322759,37.7693241293319
149649,2013-05-18 21:46:00,DRUNKENNESS,MISSION,2700 Block of MISSION ST,-122.41844919178,37.7530267515876
150014,2013-05-17 23:23:00,KIDNAPPING,MISSION,GUERRERO ST / 17TH ST,-122.423962124277,37.7631671994684
150086,2013-05-17 21:00:00,KIDNAPPING,BAYVIEW,3900 Block of 3RD ST,-122.388475895424,37.7415220401097
150089,2013-05-17 21:00:00,KIDNAPPING,BAYVIEW,3900 Block of 3RD ST,-122.388475895424,37.7415220401097
150095,2013-05-17 21:00:00,KIDNAPPING,BAYVIEW,3900 Block of 3RD ST,-122.388475895424,37.7415220401097
150207,2013-05-17 16:55:00,KIDNAPPING,MISSION,300 Block of TREAT AV,-122.413445535807,37.764637017181286
150414,2013-05-17 04:30:00,DRUNKENNESS,SOUTHERN,200 Block of 2ND ST,-122.396920775993,37.7857918163181
150459,2013-05-17 00:59:00,ARSON,BAYVIEW,1200 Block of THOMAS AV,-122.384804441062,37.7266675090896
150487,2013-05-16 23:45:00,DRUNKENNESS,MISSION,24TH ST / MISSION ST,-122.418448186101,37.7522391652625
150576,2013-05-16 18:37:00,DRUNKENNESS,TARAVAL,800 Block of FONT BL,-122.483569270838,37.7230650556781
150638,2013-05-16 15:45:00,DRUNKENNESS,BAYVIEW,1600 Block of KIRKWOOD AV,-122.390952930587,37.7386625599684
150770,2013-05-16 11:40:00,ARSON,TENDERLOIN,400 Block of JONES ST,-122.412857126524,37.7855804361702
150891,2013-05-16 00:40:00,KIDNAPPING,MISSION,400 Block of CAPP ST,-122.417970955091,37.7594884557036
151163,2013-05-15 12:23:00,DRUNKENNESS,SOUTHERN,900 Block of HOWARD ST,-122.406508487003,37.7803313209065
151216,2013-05-15 10:15:00,ARSON,SOUTHERN,1200 Block of MARKET ST,-122.415448759562,37.778293520129
151345,2013-05-14 22:18:00,DRUNKENNESS,TENDERLOIN,TURK ST / TAYLOR ST,-122.410768766343,37.7832145190013
151454,2013-05-14 17:00:00,KIDNAPPING,INGLESIDE,4500 Block of MISSION ST,-122.433743692364,37.7259707375737
151520,2013-05-14 14:19:00,DRUNKENNESS,SOUTHERN,6TH ST / MINNA ST,-122.408162953857,37.7805345385278
151579,2013-05-14 10:16:00,DRUNKENNESS,SOUTHERN,6TH ST / HOWARD ST,-122.407163046954,37.7797376338991
151731,2013-05-13 21:00:00,KIDNAPPING,PARK,2100 Block of GEARY BL,-122.43861644522,37.7833516158109
151812,2013-05-13 16:10:00,DRUNKENNESS,TARAVAL,0 Block of LENOX WY,-122.464741958044,37.7430172936494
151817,2013-05-13 16:00:00,KIDNAPPING,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711
151821,2013-05-13 15:33:00,DRUNKENNESS,TENDERLOIN,0 Block of POWELL ST,-122.407845374111,37.7850943210103
151961,2013-05-13 01:56:00,DRUNKENNESS,MISSION,2500 Block of MISSION ST,-122.418753848152,37.7562250119744
152017,2013-05-05 22:55:00,ARSON,BAYVIEW,1200 Block of THOMAS AV,-122.38472402721,37.7267568878388
152041,2013-05-05 21:58:00,KIDNAPPING,TARAVAL,1300 Block of 8TH AV,-122.465109543504,37.7631379674712
152093,2013-05-05 19:28:00,DRUNKENNESS,MISSION,2300 Block of MISSION ST,-122.419058868103,37.7594227506297
152095,2013-05-05 19:28:00,DRUNKENNESS,SOUTHERN,800 Block of 3RD ST,-122.391425069857,37.7778727797586
152207,2013-05-05 14:50:00,RUNAWAY,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
152293,2013-05-05 11:50:00,KIDNAPPING,INGLESIDE,1700 Block of SUNNYDALE AV,-122.417107986993,37.7122561827524
152311,2013-05-05 10:55:00,DRUNKENNESS,NORTHERN,3100 Block of FILLMORE ST,-122.43575101831,37.79872821788229
152367,2013-05-05 03:55:00,ARSON,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711
152503,2013-05-04 21:10:00,KIDNAPPING,NORTHERN,600 Block of TURK ST,-122.419842456494,37.7821172596318
152511,2013-05-04 20:56:00,DRUNKENNESS,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711
152537,2013-05-04 19:25:00,DRUNKENNESS,NORTHERN,1900 Block of UNION ST,-122.431831857814,37.7976099463654
152605,2013-05-04 16:30:00,DRUNKENNESS,SOUTHERN,POWELL ST / MARKET ST,-122.407545855931,37.784401179486
152753,2013-05-04 03:05:00,DRUNKENNESS,TARAVAL,3600 Block of ORTEGA ST,-122.502602943274,37.7511597552502
152788,2013-05-04 01:18:00,DRUNKENNESS,RICHMOND,500 Block of 33RD AV,-122.493300380647,37.778709879325
153187,2013-05-03 02:07:00,DRUNKENNESS,CENTRAL,300 Block of COLUMBUS AV,-122.406842913454,37.7980587205991
153191,2013-05-03 01:37:00,DRUNKENNESS,BAYVIEW,2000 Block of THOMAS AV,-122.398897723272,37.73446961053271
153229,2013-05-02 23:50:00,DRUNKENNESS,TENDERLOIN,200 Block of EDDY ST,-122.411800134753,37.7840890366868
153326,2013-05-02 18:45:00,KIDNAPPING,TENDERLOIN,100 Block of EDDY ST,-122.410135236377,37.78418890752671
153453,2013-05-02 13:00:00,KIDNAPPING,BAYVIEW,0 Block of POMONA ST,-122.393512077492,37.7317446899121
153463,2013-05-02 13:00:00,KIDNAPPING,BAYVIEW,0 Block of POMONA ST,-122.393512077492,37.7317446899121
153520,2013-05-02 09:34:00,DRUNKENNESS,SOUTHERN,0 Block of 6TH ST,-122.40950430935,37.781526271747
153538,2013-05-02 08:55:00,DRUNKENNESS,SOUTHERN,6TH ST / JESSIE ST,-122.409247675547,37.7813987340892
153547,2013-05-02 08:26:00,DRUNKENNESS,SOUTHERN,5TH ST / HOWARD ST,-122.404934413339,37.7814987213218
153558,2013-05-02 07:30:00,KIDNAPPING,TENDERLOIN,300 Block of EDDY ST,-122.413790972781,37.7838365565348
153625,2013-05-02 00:18:00,ARSON,CENTRAL,0 Block of CAMPTON PL,-122.406092233116,37.7891339284094
153638,2013-05-01 23:47:00,DRUNKENNESS,RICHMOND,6TH AV / CLEMENT ST,-122.464425476951,37.7829397704938
153646,2013-05-01 23:21:00,DRUNKENNESS,NORTHERN,FILLMORE ST / GREEN ST,-122.435302322073,37.796156136246296
153690,2013-05-01 20:02:00,KIDNAPPING,MISSION,0 Block of HOFF ST,-122.420575720933,37.7641819463712
153734,2013-05-01 18:00:00,DRUNKENNESS,MISSION,3000 Block of 20TH ST,-122.411182350223,37.7591632978171
153785,2013-05-01 15:54:00,DRUNKENNESS,SOUTHERN,200 Block of 6TH ST,-122.406830073947,37.77955378317321
153848,2013-05-01 13:00:00,KIDNAPPING,RICHMOND,400 Block of ARGUELLO BL,-122.458857560736,37.78220007231379
153900,2013-05-01 10:50:00,DRUNKENNESS,SOUTHERN,FOLSOM ST / COLUMBIASQUARE ST,-122.406439890677,37.7778567118034
153929,2013-05-01 09:15:00,ARSON,TARAVAL,2200 Block of 14TH AV,-122.470359608661,37.7460753397163
154035,2013-05-01 01:30:00,KIDNAPPING,SOUTHERN,0 Block of 6TH ST,-122.409011206639,37.7811340568243
154230,2013-04-30 17:15:00,RUNAWAY,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
154248,2013-04-30 16:39:00,DRUNKENNESS,CENTRAL,1600 Block of STOCKTON ST,-122.409212768605,37.8009250806392
154288,2013-04-30 14:59:00,DRUNKENNESS,SOUTHERN,800 Block of MARKET ST,-122.406690592261,37.7852071918419
154308,2013-04-30 14:00:00,DRUNKENNESS,TENDERLOIN,EDDY ST / MASON ST,-122.409313111431,37.784347851315104
154319,2013-04-30 13:40:00,DRUNKENNESS,TARAVAL,9TH AV / IRVING ST,-122.466309668238,37.7640368477306
154394,2013-04-30 11:00:00,DRUNKENNESS,TENDERLOIN,300 Block of HYDE ST,-122.415910622743,37.7839999167561
154397,2013-04-30 11:00:00,RUNAWAY,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711
154637,2013-04-29 17:25:00,DRUNKENNESS,CENTRAL,100 Block of CLAY ST,-122.397395668672,37.7954422931634
154659,2013-04-29 16:12:00,DRUNKENNESS,SOUTHERN,800 Block of MARKET ST,-122.407633520742,37.7841893501425
154769,2013-04-29 11:13:00,DRUNKENNESS,SOUTHERN,5THSTNORTH ST / MARKET ST,-122.408068345148,37.7839916768161
154887,2013-04-29 00:06:00,DRUNKENNESS,MISSION,0 Block of SHOTWELL ST,-122.416696931762,37.7676671063296
154926,2013-04-21 22:40:00,ARSON,TENDERLOIN,400 Block of ELLIS ST,-122.413609328985,37.784696907904
154933,2013-04-21 22:00:00,DRUNKENNESS,TENDERLOIN,300 Block of ELLIS ST,-122.411987643595,37.7850226622786
154988,2013-04-21 19:00:00,KIDNAPPING,BAYVIEW,CARROLL AV / INGALLS ST,-122.389622643943,37.722854152198
154994,2013-04-21 19:00:00,KIDNAPPING,BAYVIEW,CARROLL AV / INGALLS ST,-122.389622643943,37.722854152198
155102,2013-04-21 14:18:00,KIDNAPPING,BAYVIEW,800 Block of INNES AV,-122.374882420332,37.731431829647
155704,2013-04-20 02:41:00,KIDNAPPING,CENTRAL,800 Block of GEARY ST,-122.417273344939,37.7861493947594
155716,2013-04-20 02:03:00,DRUNKENNESS,TARAVAL,100 Block of CAMBON DR,-122.474170989826,37.7166569724342
155821,2013-04-19 22:15:00,DRUNKENNESS,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711
155941,2013-04-19 18:00:00,DRUNKENNESS,PARK,100 Block of LYON ST,-122.442353059832,37.772037861030505
